"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
841,3,2,1968,5196,"St-Louis",6.9,9,8.5,101.6,530634
1514,3,3,1965,4975,"Tambacounda",5.9,6.4,9.1,96.2,604673
1426,5,2,1962,278,"Kaolack",6.7,6.7,5.1,70.2,708074
1973,2,2,1971,3252,"Tambacounda",7.6,7.1,1.8,116.1,655002
2882,2,1,1987,3088,"St-Louis",8.6,7.4,2.8,93.8,690766
1968,2,3,1974,3901,"Kaolack",9.5,4.3,8.5,91.5,841545
1591,3,1,1974,4397,"Ziguinchor",7.1,3.8,6.6,105.7,642118
2262,5,2,1997,5539,"Tambacounda",7.8,2.8,3.2,88.4,835265
2183,1,1,1973,4460,"Touba",7.3,4.3,4.6,56.5,727137
1924,2,3,1993,2422,"St-Louis",7.2,8.3,5.7,104.9,536505
1471,5,2,2005,10146,"Kaolack",7.8,9,1.4,131.1,698240
2092,3,2,2011,3530,"Thies",5.7,8.6,2.3,128,712743
2145,2,2,1960,3762,"Thies",4.9,3,4.5,102.4,802480
1946,3,2,1982,6336,"Thies",4.3,8,9.7,106.6,706729
2762,3,2,2010,2650,"Kaolack",8.5,1.7,6.9,92,813429
2953,3,3,1957,5998,"Dakar",7.1,6.1,5.7,104.9,1080070
1305,3,3,1954,-1755,"Kaolack",5.9,5,3.3,110.6,694400
2001,4,2,1994,6350,"St-Louis",8.3,2,8.9,98.2,632098
1184,4,2,2019,3692,"Thies",9.4,8.2,3.5,132.1,673541
1528,3,3,1963,5279,"St-Louis",5,1.4,7.2,93.1,631132
1583,4,2,2007,5152,"Dakar",6.5,3.8,5.2,102.6,774342
1730,3,1,2006,8246,"Podor",7.4,5.2,2.4,119.2,543487
2679,3,2,2003,5127,"Ziguinchor",7,4.3,1.4,54.8,686646
1385,2,2,1998,5319,"Thies",7.8,2.4,9.4,95.8,666857
2057,3,2,1955,7794,"Tambacounda",6.5,4.6,7.4,96.6,677205
2194,3,1,2018,4890,"Thies",8,7.8,2.6,119.8,788578
1921,1,2,1993,4771,"Thies",5.5,7,1.6,83.9,705202
2080,2,2,1952,5525,"Ziguinchor",7.5,2.2,5.6,93.5,776815
1475,1,3,1956,4027,"Tambacounda",5.8,1.9,4.1,84.4,625757
1571,3,3,2002,2087,"Tambacounda",9,2.4,8.6,100.3,709891
1460,4,2,1983,2374,"Thies",6.6,3.3,8.9,130.7,775321
704,2,3,1967,5402,"Kaolack",9.2,7.8,2.8,77.2,653297
2113,5,2,2006,3469,"Podor",7.5,9.5,3.1,96.1,628188
1592,5,2,1970,7378,"Touba",6.2,5.8,9.1,135.2,683879
1712,4,1,1963,2583,"Touba",8.7,1.1,0.9,91.5,728320
2133,3,3,1988,2816,"Dakar",8.5,2,4.2,72.3,916649
1825,3,2,1953,2106,"St-Louis",6.6,9.2,6.9,108.8,791253
1744,4,3,2010,6745,"Touba",5.2,8.5,9.6,94.9,662132
1535,2,2,1966,4821,"Podor",8.7,3.3,6.2,80.9,634003
2608,3,2,1958,8860,"Thies",6.8,2.9,7.1,125.6,936620
1870,3,1,1969,4465,"Tambacounda",6.6,6.8,8.8,112.4,603511
1860,2,2,1956,3967,"Thies",7.3,8,1.5,126.1,769042
2290,4,2,1992,955,"Kaolack",7.9,1.7,3.8,97.1,862444
1990,3,1,1963,10251,"Touba",4.9,4,3.9,106.5,661591
1360,4,1,2012,5131,"Podor",5.7,4.8,8.1,130.9,616313
1597,4,2,2002,1547,"Kaolack",7.7,2.4,7.3,88.8,652395
1411,2,1,2011,4405,"Podor",6,4.3,0.9,113.4,522138
958,2,2,2007,3347,"Touba",8.7,2.8,0.4,91.1,538685
1717,3,2,1968,3134,"Tambacounda",5.7,6.1,3.9,111.8,608194
2097,2,2,1968,5778,"Tambacounda",8.5,8,9.4,109.8,682478
1541,2,2,1957,6853,"Dakar",8.3,4.1,7.8,94.2,738585
2021,5,2,2019,3403,"Touba",7.3,1.3,9,117.9,706220
2178,2,2,1994,6272,"Tambacounda",7,2,4.2,122.3,651622
1744,2,2,1962,3033,"Thies",8.6,5.8,5.7,107.5,808796
1563,2,2,2001,2276,"Touba",6.7,9.8,0.2,114.5,522696
1449,2,1,1955,3232,"St-Louis",5.5,3.6,0.7,82.9,532490
1660,1,3,1969,5130,"Touba",4.7,3.9,10,104.2,715249
2582,2,3,2016,5878,"Touba",6.8,7,9.2,82.9,667057
1846,4,2,1969,7448,"Kaolack",7.9,2.8,8.5,98.5,751258
1569,3,2,1997,1325,"Tambacounda",7,4.6,4.8,77.3,550317
1575,1,1,1993,3847,"St-Louis",5.9,5.2,6.5,102.8,562956
1837,4,1,1952,8819,"Touba",7.6,6.2,3.8,91.5,672218
1866,1,3,2021,3575,"Ziguinchor",3.3,8.9,3.3,72.7,521932
2473,4,1,2015,5951,"Thies",5.5,1.2,0.9,108.3,835576
1588,2,3,2003,6173,"Tambacounda",5.4,9.4,5.9,72.1,536052
2288,5,2,1964,5945,"Tambacounda",9.7,6.2,3,68.2,829793
1485,5,2,1998,4393,"Thies",8.7,3.5,9.7,104.2,800359
1910,2,2,1964,8411,"Touba",7.6,2.7,7.8,57.5,734583
1627,2,1,2006,5448,"Podor",8.5,2.9,3.5,103.9,592034
2303,2,2,1982,5506,"Ziguinchor",7.9,9.6,9.5,123.2,701318
2499,3,2,1975,3147,"Ziguinchor",8.7,3.3,3.9,116.5,865128
2568,2,2,2008,-938,"St-Louis",3.7,1.4,1.8,113.8,718544
2142,3,2,1953,3251,"Dakar",8.7,7.4,0,63.4,871749
1547,5,2,2014,2166,"Touba",10.1,7.9,2.8,117.7,628766
1738,1,2,2008,3531,"Podor",8.4,2.5,2.7,100.8,636339
1951,3,2,2019,2443,"Dakar",6.6,4.8,7.9,100.3,754796
756,3,2,1992,3115,"St-Louis",3.9,3,1.3,128.9,537409
2510,2,1,1995,5491,"Touba",7,8.2,2.5,80.5,609047
1266,2,2,1955,1837,"St-Louis",6.8,2.6,1.7,92.4,560189
1570,2,2,1987,6106,"Kaolack",7.1,6.1,8.9,121.2,601372
2466,3,3,2012,3967,"Dakar",6.7,2.6,3.7,92.1,932633
2005,3,2,1965,7169,"St-Louis",4.2,2.7,9.9,126.8,662375
2036,4,3,1962,4864,"Tambacounda",6.8,5,8.5,98.7,764467
1425,2,2,1974,5830,"St-Louis",7.6,6.7,6.8,93.7,557339
999,4,3,1999,674,"Dakar",7.6,1.3,4.5,115.4,758351
1404,3,2,2014,6353,"Podor",6.3,8.1,5.4,103.1,521996
2051,2,2,1973,5911,"St-Louis",5.2,9.9,2.8,98.6,653964
2159,3,2,1973,3718,"Tambacounda",7.3,2,8.6,103.8,817019
1822,2,2,1952,4862,"St-Louis",6,1.4,9.6,70.5,691931
1603,2,2,1984,6204,"Ziguinchor",6.9,7.9,1.8,84.4,583479
1990,2,2,2015,4698,"St-Louis",8.6,9.2,1.2,100.6,548484
1489,1,3,1980,5002,"Podor",5.8,3.3,3.4,105.9,579233
2056,1,2,1951,2921,"Dakar",7.6,8.2,8.8,116.4,928608
1249,4,3,1963,3878,"Ziguinchor",5.8,1.6,7.7,70.8,622800
2731,2,3,1958,7403,"Dakar",8.9,7.3,8.9,135.3,911820
448,5,2,2006,7173,"Podor",7.1,3,3.8,124.1,448997
2509,3,3,1973,6862,"Kaolack",6.7,4.6,5.5,95.3,842425
1472,3,2,2012,3069,"St-Louis",4.3,1.6,7.9,45.7,534867
2426,3,2,2022,6830,"Ziguinchor",6.7,9.8,6.1,112.3,779676
1070,1,2,1984,5741,"Kaolack",5.9,8.4,6,73.7,525858
1635,3,2,2007,8940,"Podor",8.1,4.6,9,98.5,665950
1905,5,1,1974,2990,"Dakar",7.1,5.5,9.8,93.1,954334
1295,4,1,1996,4739,"Podor",7.7,2,9.6,119.4,658506
1533,3,2,1992,7642,"Kaolack",8.2,4.9,5.8,105.8,602274
2048,3,3,1989,4213,"Ziguinchor",5.5,1.1,5.7,75.9,837567
2074,3,1,1996,6926,"Thies",5.1,4,3.5,95.8,655364
1186,1,2,1979,5502,"Podor",8.5,9.8,6.6,104,480537
1297,3,1,1987,3250,"Tambacounda",6.2,8.7,5.4,154.5,535964
1904,1,1,1998,4210,"St-Louis",9.3,3,2.1,121.4,619891
2509,4,3,1959,5718,"Dakar",5.1,6,2.1,121.7,946581
2174,4,2,1953,8042,"Podor",9.1,5.8,5.9,107.2,745446
1040,2,2,1985,6298,"Podor",10.5,1.7,5,103.3,577713
1440,3,2,1974,4752,"Podor",11.6,2.3,6.5,121,657947
881,4,2,1992,3297,"Podor",8.7,8.2,7.1,101.8,552743
2192,3,2,1980,7602,"Dakar",8.8,1.9,8.6,96.7,929767
1364,3,2,1965,5226,"Touba",8,6.1,2.2,102.6,551688
1795,3,1,2012,2637,"Podor",6.9,2.6,5,137.4,564003
2105,3,2,1956,3837,"Kaolack",6.1,4.7,7.8,117.9,863072
1733,3,2,1987,5751,"Thies",5.5,2.8,4,117.5,725918
1375,1,2,2003,6114,"Tambacounda",7.6,5.2,9.4,120.5,473499
1858,2,2,1979,4225,"Thies",9.2,1.9,4.9,111.7,797732
1134,2,2,2013,6394,"Tambacounda",5.7,6.3,8.7,94.9,485779
2987,2,1,1977,2074,"Ziguinchor",7.1,6.8,7.4,86.2,839431
552,2,2,1989,2600,"Kaolack",7.4,2.8,1.8,79.5,530769
2902,1,2,1986,4607,"Touba",7.3,5.9,9.3,106.2,751045
2086,2,1,1995,2435,"Dakar",6.6,9,1.4,111.6,808361
1508,4,2,1951,4758,"Thies",6.6,6.6,6.9,127.8,721316
1937,4,2,1966,7711,"Tambacounda",4.4,8.6,9.7,101.8,864565
1776,4,2,1966,7265,"Thies",8.3,9,3,89.7,896108
2926,3,2,2016,7834,"Ziguinchor",9.1,1.7,1.5,113.5,744912
2904,5,2,1971,6103,"Podor",7.7,1.2,5.1,122.5,953107
2183,3,2,1976,3665,"Ziguinchor",7.6,9.7,7.8,74.2,755680
1658,2,2,2009,7600,"Tambacounda",7,3,8.8,106.4,557124
1876,4,2,2006,5837,"St-Louis",4.6,8.8,3.6,74.1,590482
1409,1,2,2009,5779,"Thies",9.5,7.4,9.1,119.6,688052
1321,5,1,1969,1078,"Podor",6,7.1,6.7,91.7,599240
1648,3,2,1951,5486,"Tambacounda",7.2,6.8,2.9,67.2,681968
2565,2,2,1990,1463,"Kaolack",6.4,3.7,5.5,88.2,716853
1561,2,3,2007,5250,"St-Louis",8.5,2.2,2.7,86.5,628579
1938,3,2,1984,7275,"Tambacounda",8.6,9.2,9.4,109.9,730664
2446,3,1,1966,6845,"Thies",7.2,4.8,0.3,90,864429
2012,2,3,1976,3723,"Tambacounda",5.7,7,0.1,114.2,672909
2064,2,3,2010,5060,"Thies",6.5,6.7,9.9,72.7,730265
1473,3,3,2008,3298,"Touba",5.8,9.4,4.7,65,444204
1861,3,2,1958,3023,"Tambacounda",7.9,2.6,5.8,138.9,676623
1307,3,1,1960,5545,"Tambacounda",6.5,2.2,4.4,112.3,547125
1422,3,2,2012,6434,"Dakar",6.4,6.2,1,87.9,712851
1220,3,2,1996,7700,"Dakar",8.1,1.7,6,91.3,747094
1579,3,2,1962,4865,"Kaolack",4.9,9.8,6.8,133.9,722595
1967,2,2,1975,224,"Ziguinchor",8.5,7.3,2,131.5,654580
1750,2,2,1983,2367,"St-Louis",8.3,5.6,5.8,76.8,636675
1312,2,2,2000,4962,"Ziguinchor",5.2,1.2,2.7,106,501784
1313,3,2,1964,7900,"Thies",6.8,1.9,2.6,122.2,755277
1130,3,1,2000,3328,"Ziguinchor",10.3,3,5.6,100.4,589137
2007,3,3,1951,3703,"Dakar",10.2,6.2,8.5,98.9,968322
1937,2,2,1979,2584,"Tambacounda",7.8,5.2,5.4,112,699341
1093,2,2,1959,5756,"Dakar",7.3,1.7,3.9,130.7,727586
959,2,2,2002,3189,"Ziguinchor",5.1,2.4,1.3,130.1,467954
1765,3,3,1995,5845,"Touba",6.9,2.7,8.1,93.8,670456
1570,3,3,2019,5415,"Kaolack",8.1,3.7,0.8,102.3,625435
1196,3,2,1960,6941,"St-Louis",7.6,4.3,4.4,103.9,539211
2320,3,3,2000,4720,"Tambacounda",5.9,8.6,2.5,98.1,709804
1767,2,2,2012,8128,"Ziguinchor",7.3,3.9,1.8,126,572536
1790,2,3,1951,3362,"St-Louis",7.2,6.5,6.7,112.1,745092
2108,4,2,1988,4922,"Dakar",10.6,2.5,7.7,100.2,916987
2010,2,2,1992,4128,"Tambacounda",8.4,8.8,9.5,82.3,607961
1636,2,2,1992,6774,"Thies",5.4,7.8,4.1,120.5,632880
1233,3,2,1962,4623,"Dakar",10.5,8.2,0.2,103.1,681365
2391,5,2,1961,7514,"Dakar",9.7,4.2,2.7,80.7,950337
945,3,2,1959,4121,"Touba",7.5,7.6,7.8,96.2,557255
2490,2,2,1999,6400,"Touba",5.6,2.5,0.9,133,640107
1529,2,2,1980,8218,"St-Louis",5.7,10,9.8,124.5,562052
2838,3,3,2019,4250,"Kaolack",6,4.1,9.1,83,826623
1698,3,3,1992,7974,"St-Louis",7.7,6.2,1.8,79.7,699218
1524,3,2,2000,2800,"Kaolack",6.1,5.9,1.3,110.4,702748
1821,5,2,1993,6406,"Touba",6.6,9.9,7,103.6,646307
2459,3,2,1958,4444,"Kaolack",6.6,3.1,6.2,109.7,731859
895,2,2,1986,2932,"St-Louis",7,3.3,8.5,119.1,424933
1646,3,1,1970,3874,"Touba",6.2,3.9,8.3,43.8,586137
1947,1,3,2000,5922,"Dakar",7.1,2.2,3,97.9,848501
1874,4,2,2016,3752,"Tambacounda",6,5.3,2.6,103,625947
1858,2,2,2003,6061,"Dakar",6.9,8.9,2,113.1,714438
1638,5,3,1979,3344,"Touba",6.9,1.6,6.6,113.2,700038
1230,2,2,1997,5969,"Dakar",6.4,4.8,9.6,136.9,700613
3231,2,1,2021,3647,"Dakar",5.5,2.6,5,91.3,926804
1074,1,3,2021,5105,"Touba",6,4.7,0.5,123,513231
2292,3,2,1963,4539,"Kaolack",7.9,1.6,1.8,103.8,808986
1246,4,1,1957,5526,"Ziguinchor",7.4,7.4,3.3,107.3,510295
801,4,2,1964,3072,"Ziguinchor",7.6,8.8,7.8,119.9,611806
1875,2,2,2013,6139,"Thies",7.9,5.1,0.9,104.9,760404
2854,4,2,1964,4671,"Podor",6,1.1,0.3,100.4,848855
2115,1,3,2003,3709,"Thies",6.1,2.9,8.3,75.2,749075
981,3,3,2010,5939,"Dakar",7.1,6.3,0.5,89.5,710136
1471,1,2,1951,6281,"St-Louis",5.1,1.5,1.6,74.8,572702
1425,3,1,2015,5581,"St-Louis",4.8,6.1,8.3,103.2,486561
1227,2,2,1998,2134,"St-Louis",5.6,8.9,9,98.2,592666
2314,2,2,1950,5665,"St-Louis",6.8,6.5,8.3,114.8,685895
3039,4,2,2017,7093,"Podor",9.2,5.5,5.1,74.1,865910
1073,3,1,2018,3220,"Podor",9,6.5,0.5,69,438168
2211,3,2,1991,4019,"Dakar",6.1,4.8,3.9,50.3,775597
1267,2,2,1952,6009,"Podor",5.5,1.9,9.4,107.8,673339
2347,4,2,1977,3729,"Dakar",6.5,3.7,1.7,90.8,947825
1910,3,2,1982,2755,"Podor",7.9,2.6,6.6,92.4,719489
1658,2,3,1999,7388,"Podor",7.4,7.5,6.6,120,643747
2155,3,2,1960,3703,"Ziguinchor",6.9,1.9,1.7,117.3,668349
2905,1,2,1952,5671,"St-Louis",6.6,2.4,6.4,79.1,826651
2506,3,3,2002,6684,"Dakar",8.5,4.3,8.1,122.9,1016693
1702,2,2,1979,6029,"Dakar",7.3,6.7,5.1,53.7,758547
2178,2,2,2015,1708,"St-Louis",7.8,4.1,7.3,106.1,722678
1253,2,2,2010,6033,"Kaolack",8.6,5.7,0.4,114.4,601532
2015,2,1,1963,4179,"Touba",4.8,6.2,3,92.8,545503
2280,3,2,1963,4479,"Ziguinchor",8.2,7.3,2.6,76.1,711799
2030,2,2,2012,6225,"Thies",8.3,4.6,5.7,106.9,825273
1502,4,2,1968,11288,"Touba",6.3,7.4,7.9,96,697324
1777,3,2,1979,3512,"Dakar",6.4,4.5,3.2,57.9,766438
1509,2,2,1977,4541,"Dakar",7.2,8.7,3.4,105,722990
2021,2,2,2006,6596,"Thies",8.6,9.4,4.9,115.4,706780
1645,2,2,1986,5921,"Touba",4.4,6.2,7.7,95.8,580204
1689,2,1,2017,2225,"Thies",7.5,4.1,9.9,88.5,674625
1484,2,2,2008,6282,"Dakar",8.3,4.5,8.9,98.8,687367
2334,3,2,2017,2499,"Thies",7.7,8.3,3.9,108.3,777888
1969,2,2,1971,4851,"St-Louis",6.6,6.1,2.4,81.8,545648
1323,2,2,1999,2868,"Tambacounda",7.8,8.7,0.9,118.5,579236
1926,2,1,2022,1840,"Ziguinchor",9.3,5.2,6.1,119.9,575363
1526,1,2,1968,921,"Ziguinchor",7.8,5.4,2.2,128.9,532105
1852,4,2,1982,5524,"Thies",9.8,5.2,7.8,119.9,910120
2733,1,2,1985,2532,"Touba",4.9,6.3,2.4,110.6,665153
1280,4,3,2009,5484,"Touba",6.2,7.2,4.9,102.8,627399
1910,5,3,1974,3971,"Dakar",5.8,9.4,3.1,129.9,844416
1088,3,2,2013,4695,"Podor",6,4.5,2.3,78.8,554740
2108,3,2,1997,4336,"Touba",8,9.9,9.3,97.2,574444
1079,3,3,1957,7593,"Ziguinchor",8.7,5.9,6,112,598670
949,3,2,2016,5349,"Kaolack",9.8,1.3,4.9,128.7,599228
2079,4,1,1977,1158,"Podor",8.4,9.8,2.5,102.7,674875
1425,5,2,1971,7054,"Dakar",8.9,3.6,1.1,109.4,880253
815,3,2,2002,1767,"Tambacounda",5.2,7.3,3.8,82.7,554317
1138,3,3,1961,6064,"Tambacounda",8.5,1.8,1.2,111.5,641986
2338,2,3,2001,5186,"Thies",6.1,2.9,6.5,113.3,951681
1888,3,2,1987,3762,"Ziguinchor",6.4,9.9,9.9,90.8,660461
1904,2,2,2015,5650,"Tambacounda",7.4,2.6,8.2,102.9,650228
2247,2,2,1991,9050,"Dakar",6.7,2.1,0.1,78.9,888477
1899,2,3,1986,5017,"Ziguinchor",4.5,1.7,8.1,94.6,629241
209,2,1,1957,9002,"Kaolack",8.4,9.3,1.4,125,428939
1810,2,1,2011,5422,"Dakar",7.2,4.7,7.3,85.6,625754
1103,1,2,1984,5970,"Kaolack",6.3,2.9,8.2,119.9,497637
1333,2,1,2003,2128,"Tambacounda",8.1,4.1,2.1,85.8,458397
985,3,3,1957,6212,"Ziguinchor",6,3.4,6.8,94,565648
1985,2,2,2006,3014,"Dakar",6.3,4.1,3.9,91.7,788296
2943,3,1,1963,5520,"Dakar",7.3,3.6,9.5,98.2,971838
2043,1,2,1991,1514,"Dakar",9.4,7.4,3.7,111.2,724156
2766,4,1,1976,3008,"Dakar",7,5.7,0.9,62.4,915609
1684,2,1,2000,1311,"Touba",5.3,8.6,7.1,77.3,541973
1531,2,2,2000,2706,"Dakar",4.3,7.6,3.1,81.4,742977
2193,2,2,1982,2871,"Touba",7,5.7,6.7,101.5,648681
1174,3,3,1962,6583,"Touba",7.2,2.2,0.1,110.4,599904
1138,2,2,1981,905,"Podor",9.5,6.3,2.4,121.6,477389
316,2,2,1994,8012,"Podor",5.1,1.2,1.4,144.5,395419
687,1,2,2002,6775,"Ziguinchor",7.1,5.3,6.6,108.6,461419
1579,1,2,2012,5926,"Tambacounda",6.2,6.7,5.2,47.5,425873
1862,1,2,1984,8292,"Thies",6.1,8,4.8,112.6,558441
1625,4,2,2002,8498,"St-Louis",8.7,8.1,7.1,141.2,670776
848,3,2,2001,5375,"Kaolack",8.9,8.1,9.9,77.9,522274
1223,3,2,1965,2389,"Dakar",5,6.1,1.1,86.8,692042
1405,5,1,2016,6004,"Podor",8.3,5.6,7.6,101.3,717244
2250,2,2,1996,3244,"Dakar",5.5,6.3,7.5,79.3,757526
1958,4,2,2013,2943,"Ziguinchor",6.5,5,1.3,112.8,615245
1387,2,2,1965,4975,"Touba",7.7,6,6.5,117,516835
993,2,3,1957,7055,"Dakar",5.3,1.1,0.2,109.9,567917
1717,4,2,2010,1408,"Ziguinchor",6.8,7.4,8.5,126.2,596431
912,3,2,1981,7257,"Kaolack",6.3,3.7,3.3,104.9,589898
1467,2,2,1963,3463,"Tambacounda",7.8,7.7,9.9,67.8,664564
1646,2,2,1980,3641,"Dakar",6.6,1.1,4.6,86.2,789520
2411,3,2,2017,2931,"Touba",5.3,10,7.6,105.8,654441
2248,5,1,1996,5369,"Tambacounda",5.4,8.3,7.1,125.3,721978
1902,3,3,2004,3810,"Tambacounda",6.6,1.9,5.4,116.7,720336
1692,2,2,1955,1902,"Dakar",6.1,4.1,8.9,93.9,826087
1556,3,2,1991,6584,"St-Louis",6.2,8.5,8,74,598932
2101,3,2,1988,6753,"Kaolack",8.8,4.3,9.3,114.6,751702
1103,3,2,1989,6828,"Ziguinchor",6.6,7.3,2.6,101.3,579548
1623,2,2,1958,4723,"Kaolack",6,1.2,3.2,96,686371
2416,3,1,1999,5363,"Dakar",9,7.6,6.8,75.4,862771
1393,3,2,2001,5870,"Dakar",4.3,4.1,9.1,122.7,678985
1037,3,2,1979,5300,"Dakar",5.8,8.7,8.9,105.8,708010
1800,3,1,1957,4992,"Ziguinchor",6.6,4.9,9.5,108.2,711246
1948,1,1,1960,6382,"St-Louis",4.6,3.6,6.3,134.8,618349
2653,3,2,1951,3665,"Dakar",6.9,3.9,4.7,139.3,950566
1346,2,2,1998,6906,"Touba",6.2,1.3,9.8,93.1,602930
1537,1,2,2010,1380,"Touba",4,4.3,5.6,102.1,509235
2420,3,2,1960,3735,"Ziguinchor",5.5,5.5,1.7,93.1,795029
1666,3,2,2016,-1060,"Kaolack",3.8,6.6,2.7,144.8,673048
1952,2,2,2010,4692,"Touba",8.2,7.7,6.8,122.9,599732
2035,3,2,1979,1217,"Thies",5.9,6.2,0.4,123.3,766595
2443,1,2,1954,7898,"Ziguinchor",9,1,8.4,54.4,726040
2258,5,3,1974,3087,"St-Louis",8.8,8.1,9.7,99.2,750965
1780,2,2,1999,3371,"Dakar",10.4,8.1,5.5,78.5,803123
1155,2,2,1953,5337,"Touba",8.2,4.6,0.7,74.7,580699
1760,2,2,1963,3881,"Tambacounda",9.7,1.5,9.5,101.3,722881
2170,2,2,1989,5696,"Podor",6.3,6.7,5.8,99.4,676448
2438,4,3,2005,1536,"St-Louis",6.4,9.5,10,134.3,745782
2133,3,2,1986,6570,"Dakar",6.3,1.9,7.6,92.4,939673
1039,4,1,1961,5323,"Tambacounda",5.4,7.1,8.8,123.9,493684
1863,3,2,1956,3622,"Tambacounda",7.6,1.9,4.2,107.6,768077
1234,1,2,2003,1601,"Podor",8.3,9.6,3.7,120.1,534642
1561,3,2,1960,8174,"Kaolack",7.9,1.5,6.2,60.9,783336
1251,2,2,2022,5364,"Tambacounda",6.7,3.8,1.7,107.5,471197
2654,4,2,1962,2745,"Dakar",4.6,3.7,1.3,109,900122
1708,3,2,1951,8801,"St-Louis",7.3,9.2,3.3,101.8,640701
2731,1,2,1974,3610,"Thies",7.8,8.3,1.8,132.5,884485
929,3,2,1969,6186,"Dakar",5.4,9,3.6,110.4,639783
1408,2,1,1995,4636,"Dakar",5.7,10,4.4,75.8,664091
2198,3,2,2012,6259,"Podor",5.8,4.6,0.9,115.7,726797
1534,1,2,2021,7017,"Dakar",7.2,8.9,8.2,56.8,702150
2793,2,2,1965,8085,"Tambacounda",8.1,9.5,7.1,80.4,733407
1474,2,2,2010,5370,"Ziguinchor",9,9.9,1.1,79.7,559659
722,3,2,2004,5514,"Tambacounda",8.9,7.4,8.1,82.6,481440
1754,3,2,1997,7946,"St-Louis",4.5,6.3,9.3,107.9,658580
1601,4,2,1989,4282,"Dakar",6.8,8.7,4.2,48.4,713804
1731,3,2,1979,1807,"Thies",7.8,3.1,3.2,105,758280
1387,2,1,1982,5569,"Podor",7.5,6.8,4.9,138,510235
1457,1,2,1951,7050,"St-Louis",9.3,9.3,0,88.6,639009
1404,2,2,1959,2102,"Ziguinchor",5.4,7.2,6.5,118.5,617297
1596,3,3,1986,7835,"Kaolack",9.8,7.2,9.4,105,664622
1226,1,3,1963,2929,"Ziguinchor",7.5,5.4,7.1,93.1,627994
2358,4,3,1954,5171,"Thies",9.5,7,8.9,87.4,883801
1360,3,3,1955,5490,"Ziguinchor",4.7,1.1,2.8,95.9,635245
2440,2,2,2019,7170,"Podor",7.4,7.7,2.6,103.7,650279
1073,3,2,2017,9345,"St-Louis",7,3,1.1,71.4,470950
2221,3,2,1968,5897,"St-Louis",6.7,5.7,9.6,72.8,722053
1498,3,2,1968,2405,"Dakar",6.6,3.3,7.6,79.8,755858
1866,3,2,1983,7231,"Thies",6.2,3.8,0.9,104.5,749986
2182,2,2,1960,5586,"Tambacounda",8.1,3.5,5.6,57.3,734204
1341,3,2,1964,2947,"Dakar",6.5,7.6,5,72.1,680813
1919,3,3,1984,5986,"St-Louis",4,8.6,3.4,79.3,629355
1778,3,2,1979,346,"Touba",6.4,7,3.2,91.1,671184
1241,2,2,2021,8006,"Ziguinchor",8.1,2.6,1.6,93.7,510922
2088,3,1,1987,2205,"Thies",9.2,8.9,3.1,66,800723
649,3,2,1999,5508,"St-Louis",9,3.5,1.4,127.4,446135
2572,2,3,1984,5171,"Kaolack",8,4,4.4,82.7,923316
2398,2,2,1953,3947,"Kaolack",7.2,6.8,2,96.8,783624
1699,4,2,1959,4269,"Dakar",7.6,7.4,8.7,118.3,815983
1584,4,2,1964,2964,"Ziguinchor",5.7,3.7,9.5,92.4,600562
1973,2,3,1993,5519,"Tambacounda",7,8.1,2.8,79.4,621786
1557,3,2,1999,8653,"Tambacounda",8.1,6.2,0.2,95.6,622005
1702,5,1,2004,7048,"Podor",5.3,5.4,6.4,112.9,599184
1915,5,2,2019,5304,"Ziguinchor",7.2,7.1,1.8,114.8,693229
1753,3,2,1979,4286,"Tambacounda",5,2,5.7,87.1,678977
2655,2,2,2006,6009,"Dakar",6.4,1.9,1.7,107.7,833062
1632,3,3,2012,1443,"Podor",8.3,1.9,3.3,92.1,629915
1362,1,2,1970,3610,"Podor",7.5,2.7,4.8,101.8,527427
1234,2,2,1990,8186,"Tambacounda",7.4,4.9,8.2,134.1,592572
1517,3,3,2011,3437,"Ziguinchor",9,9.6,8.8,83.9,609564
1313,4,2,1995,5921,"St-Louis",6.6,2.6,4.8,103,605937
2273,3,2,1993,5451,"Touba",9.4,6.4,7.4,102.9,838744
1924,3,2,1978,3218,"Ziguinchor",9.6,2.3,4.4,93.4,666225
1748,1,1,2015,3314,"St-Louis",6.8,5.4,8.2,130.9,562729
1814,4,2,1993,6407,"Dakar",5.1,2.2,9.1,84.5,815243
1346,3,1,1977,8126,"St-Louis",4.1,9.3,1.7,109.1,465067
2975,2,1,2015,497,"Thies",6.8,2.2,7.2,101.7,874415
2204,1,2,2021,5417,"St-Louis",6.6,3.3,9,49.9,598513
2192,3,2,1979,5106,"Dakar",7.5,3.7,7,111,805774
1885,3,3,1951,5983,"Podor",7.9,8.7,9.9,109.9,711051
1880,4,2,1953,4653,"Thies",8.1,1.2,2.9,98.3,840155
2139,1,2,1957,7413,"Ziguinchor",7,2.3,4.8,102.9,669055
2017,3,3,1987,5381,"Tambacounda",8.1,1.6,0.6,65.5,763379
2190,3,2,1951,5106,"Podor",6.4,6.3,9.8,107.1,796723
1578,2,2,2018,4992,"Touba",10,3.1,6.2,133.6,642912
2436,3,2,1955,4713,"Tambacounda",4.3,4.9,3.2,103.9,679621
1063,2,2,1952,5254,"Podor",7.5,2.2,6.5,113.9,520229
2713,3,2,1972,3518,"Thies",7.8,2.6,7.6,121.5,913418
